name,position,team,clean_sheets,goals_conceded,goals_scored,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,team_a_score,team_h_score,total_points,value,was_home,yellow_cards,GW,matchFile,homeTeamID,awayTeamID,goals_scored_distribution
Michael Golding,MID,Leicester,0,0,0,0,13,0,0,0,0,0,2,0,44,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
João Félix Sequeira,MID,Chelsea,0,0,0,0,18,0,0,0,0,0,1,0,59,True,0,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Remi Matthews,GK,Crystal Palace,0,0,0,0,17,0,0,0,0,1,1,0,39,False,0,30,SOUCRY,6,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Zach Marsh,FWD,Crystal Palace,0,0,0,0,17,0,0,0,0,1,1,0,45,False,0,30,SOUCRY,6,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alfie Gilchrist,DEF,Chelsea,0,0,0,0,18,0,0,0,0,0,1,0,40,True,0,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nayef Aguerd,DEF,West Ham,0,0,0,0,20,0,0,0,0,0,1,0,44,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Emile Smith Rowe,MID,Fulham,0,1,0,66,1,0,0,0,0,1,2,2,51,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Daniel Adu-Adjei,FWD,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,45,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Enes Ünal,FWD,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,54,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lucas Bergström,GK,Chelsea,0,0,0,0,18,0,0,0,0,0,1,0,39,True,0,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kacper Kozłowski,MID,Brighton,0,0,0,0,2,0,0,0,0,3,0,0,45,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,0,2,1,90,10,0,0,0,0,2,1,8,57,True,0,30,BOUIPS,0,9,"{""0"": 0.3110534294010874, ""1"": 0.6547968341009724, ""2"": 0.0338361971697381, ""3"": 0.00031353932820299413}"
Axel Tuanzebe,DEF,Ipswich,0,1,0,90,3,0,0,0,0,2,1,2,39,False,0,30,BOUIPS,9,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Gabriel Fernando de Jesus,FWD,Arsenal,0,0,0,0,9,0,0,0,0,1,2,0,65,True,0,30,ARSFUL,1,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Iliman Ndiaye,FWD,Everton,0,0,0,21,12,0,0,0,0,0,1,1,52,False,0,30,LIVEVE,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ruairi McConville,DEF,Brighton,0,0,0,0,2,0,0,0,0,3,0,0,40,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
David Raya Martin,GK,Arsenal,0,1,0,90,9,0,0,0,0,1,2,2,55,True,0,30,ARSFUL,1,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Callan McKenna,GK,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,40,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Enso González,MID,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,44,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Archie Gray,MID,Spurs,0,0,0,0,6,0,0,0,0,0,1,0,46,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Eiran Cashin,DEF,Brighton,0,2,0,18,2,0,0,0,0,3,0,0,45,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Christopher Nkunku,MID,Chelsea,0,0,0,0,18,0,0,0,0,0,1,0,57,True,0,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Manuel Akanji,DEF,Man City,0,0,0,0,11,0,0,0,0,0,2,0,53,True,0,30,MNCLCI,12,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nico González,MID,Man City,1,0,0,90,11,0,0,0,0,0,2,2,60,True,1,30,MNCLCI,12,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kaelan Casey,DEF,West Ham,0,0,0,0,20,0,0,0,0,0,1,0,40,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ryan Gravenberch,MID,Liverpool,1,0,0,90,8,0,0,0,0,0,1,3,50,True,0,30,LIVEVE,11,7,"{""0"": 0.9358195840208301, ""1"": 0.06323859452931761, ""2"": 0.0009418214498529524, ""3"": 0}"
Joe Willock,MID,Newcastle,0,0,0,24,4,0,0,0,0,1,2,1,47,True,0,30,NEWBRE,14,3,"{""0"": 0.9377641789615156, ""1"": 0.062235821038484795, ""3"": 0, ""2"": 0}"
Mark Flekken,GK,Brentford,0,2,0,90,15,0,0,0,0,1,2,1,44,False,0,30,NEWBRE,3,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lewis Cook,MID,Bournemouth,0,2,0,90,10,0,0,0,0,2,1,6,50,True,0,30,BOUIPS,0,9,"{""0"": 0.7615032495545452, ""1"": 0.23273548081773485, ""2"": 0.005761269627720583, ""3"": 0}"
Alex Iwobi,MID,Fulham,0,1,0,23,1,0,0,0,0,1,2,1,56,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ethan Nwaneri,MID,Arsenal,1,0,0,65,9,0,0,0,0,1,2,6,46,True,0,30,ARSFUL,1,8,"{""0"": 0.8679018820594477, ""1"": 0.12751525659944107, ""2"": 0.0045828613411117505, ""3"": 0}"
Ross Stewart,FWD,Southampton,0,0,0,0,7,0,0,0,0,1,1,0,44,True,0,30,SOUCRY,16,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jimi Gower,MID,Arsenal,0,0,0,0,9,0,0,0,0,1,2,0,45,True,0,30,ARSFUL,1,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Matt Doherty,DEF,Wolves,1,0,0,90,19,0,0,0,0,0,1,7,43,True,1,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alejo Véliz,FWD,Spurs,0,0,0,0,6,0,0,0,0,0,1,0,50,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ilkay Gündogan,MID,Man City,1,0,0,90,11,0,0,0,0,0,2,3,63,True,0,30,MNCLCI,12,10,"{""0"": 0.9081078395247462, ""1"": 0.09189216047525428, ""3"": 0, ""2"": 0}"
Isaac Hayden,MID,Newcastle,0,0,0,0,4,0,0,0,0,1,2,0,44,True,0,30,NEWBRE,14,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Wilson Odobert,MID,Spurs,0,1,0,63,6,0,0,0,0,0,1,2,53,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Donyell Malen,MID,Aston Villa,0,0,1,2,5,0,0,0,0,3,0,6,54,False,0,30,BHAAVL,2,4,"{""0"": 0.9378051832318308, ""1"": 0.062194816768169625, ""3"": 0, ""2"": 0}"
Conor Bradley,DEF,Liverpool,0,0,0,0,8,0,0,0,0,0,1,0,47,True,0,30,LIVEVE,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tom Cairney,MID,Fulham,0,0,0,0,1,0,0,0,0,1,2,0,48,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jarell Quansah,DEF,Liverpool,0,0,0,0,8,0,0,0,0,0,1,0,39,True,0,30,LIVEVE,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tyler Fredricson,DEF,Man Utd,0,0,0,0,16,0,0,0,0,0,1,0,40,False,0,30,NOTMNU,13,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jacob Ramsey,MID,Aston Villa,1,0,0,64,5,0,0,0,0,3,0,3,54,False,0,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,0,5,0,0,0,0,3,0,0,51,False,0,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
James McAtee,MID,Man City,0,0,0,12,11,0,0,0,0,0,2,1,46,True,0,30,MNCLCI,12,10,"{""0"": 0.9654259760524839, ""1"": 0.03427881474872259, ""2"": 0.0002952091987940379, ""3"": 0}"
Andrew Robertson,DEF,Liverpool,1,0,0,90,8,0,0,0,0,0,1,7,58,True,0,30,LIVEVE,11,7,"{""0"": 0.9273178949952128, ""1"": 0.07268210500478767, ""3"": 0, ""2"": 0}"
Luke Harris,MID,Fulham,0,0,0,0,1,0,0,0,0,1,2,0,45,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Youri Tielemans,MID,Aston Villa,1,0,0,64,5,0,0,0,0,3,0,3,55,False,0,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
João Neves Virgínia,GK,Everton,0,0,0,0,12,0,0,0,0,0,1,0,39,False,0,30,LIVEVE,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Oleksandr Zinchenko,DEF,Arsenal,0,0,0,0,9,0,0,0,0,1,2,0,48,True,0,30,ARSFUL,1,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Francisco Jorge Tomás Oliveira,MID,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,45,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ederson Santana de Moraes,GK,Man City,1,0,0,90,11,0,0,0,0,0,2,6,53,True,0,30,MNCLCI,12,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Andrew Omobamidele,DEF,Nott'm Forest,0,0,0,0,14,0,0,0,0,0,1,0,42,True,0,30,NOTMNU,15,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Norberto Bercique Gomes Betuncal,FWD,Everton,0,1,0,78,12,0,0,0,0,0,1,1,51,False,1,30,LIVEVE,7,11,"{""0"": 0.6871938705444338, ""1"": 0.31280612945556663, ""3"": 0, ""2"": 0}"
Diogo Dalot Teixeira,DEF,Man Utd,0,1,0,90,16,0,0,0,0,0,1,2,50,False,0,30,NOTMNU,13,15,"{""0"": 0.9434949718415739, ""1"": 0.05650502815842651, ""3"": 0, ""2"": 0}"
Pape Matar Sarr,MID,Spurs,0,0,0,26,6,0,0,0,0,0,1,0,47,False,1,30,CHETOT,17,5,"{""0"": 0.9791314471513035, ""1"": 0.02086855284869693, ""3"": 0, ""2"": 0}"
Willian Borges da Silva,MID,Fulham,0,1,0,23,1,0,0,0,0,1,2,1,50,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Wes Okoduwa,DEF,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,40,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Danny Welbeck,FWD,Brighton,0,2,0,18,2,0,0,0,0,3,0,0,55,True,1,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Maeson King,DEF,Spurs,0,0,0,0,6,0,0,0,0,0,1,0,40,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Yankuba Minteh,MID,Brighton,0,0,0,0,2,0,0,0,0,3,0,0,51,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathan Aké,DEF,Man City,0,0,0,0,11,0,0,0,0,0,2,0,53,True,0,30,MNCLCI,12,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lewis Orford,MID,West Ham,0,0,0,0,20,0,0,0,0,0,1,0,45,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Bernd Leno,GK,Fulham,0,2,0,90,1,0,0,0,0,1,2,2,50,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jamaal Lascelles,DEF,Newcastle,0,0,0,0,4,0,0,0,0,1,2,0,45,True,0,30,NEWBRE,14,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Axel Disasi,DEF,Aston Villa,0,0,0,9,5,0,0,0,0,3,0,0,42,False,1,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ismeal Kabia,MID,Arsenal,0,0,0,0,9,0,0,0,0,1,2,0,45,True,0,30,ARSFUL,1,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kevin Schade,MID,Brentford,0,2,0,90,15,0,0,0,0,1,2,2,51,False,0,30,NEWBRE,3,14,"{""0"": 0.9006299556089532, ""1"": 0.09740543312468342, ""2"": 0.001964611266363943, ""3"": 0}"
Victor Kristiansen,DEF,Leicester,0,2,0,59,13,0,0,0,0,0,2,0,44,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Damola Ajayi,MID,Spurs,0,0,0,0,6,0,0,0,0,0,1,0,45,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kyle Walker-Peters,DEF,Southampton,0,1,0,90,7,0,0,0,0,1,1,2,43,True,0,30,SOUCRY,16,6,"{""0"": 0.9397107623517515, ""1"": 0.060289237648248895, ""3"": 0, ""2"": 0}"
Daniel Bentley,GK,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,39,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ivan Toney,FWD,Brentford,0,0,0,0,15,0,0,0,0,1,2,0,73,False,0,30,NEWBRE,3,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carlos Soler,MID,West Ham,0,0,0,45,20,0,0,0,0,0,1,1,50,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Antonee Robinson,DEF,Fulham,0,2,0,90,1,0,0,0,0,1,2,1,49,False,0,30,ARSFUL,8,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Romain Faivre,MID,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,50,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
James Ward-Prowse,MID,West Ham,0,1,0,76,20,0,0,0,0,0,1,2,61,False,0,30,WOVWHU,18,19,"{""0"": 0.9739061743021014, ""1"": 0.026093825697899087, ""3"": 0, ""2"": 0}"
Patson Daka,FWD,Leicester,0,2,0,79,13,0,0,0,0,0,2,2,48,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Illia Zabarnyi,DEF,Bournemouth,0,2,0,86,10,0,0,0,0,2,1,1,44,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Gavin Bazunu,GK,Southampton,0,0,0,0,7,0,0,0,0,1,1,0,43,True,0,30,SOUCRY,16,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ruud van Nistelrooij,AM,Leicester,0,0,0,0,13,0,0,0,0,0,2,0,5,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sven Botman,DEF,Newcastle,0,0,0,0,4,0,0,0,0,1,2,0,44,True,0,30,NEWBRE,14,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hugo Bueno López,DEF,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,45,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Diego Gómez,MID,Brighton,0,1,0,71,2,0,0,0,0,3,0,2,55,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Danny Ward,GK,Leicester,0,0,0,0,13,0,0,0,0,0,2,0,39,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Samuel Amo-Ameyaw,MID,Southampton,0,0,0,0,7,0,0,0,0,1,1,0,44,True,0,30,SOUCRY,16,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Joe Gauci,GK,Aston Villa,0,0,0,0,5,0,0,0,0,3,0,0,40,False,0,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
João Pedro Junqueira de Jesus,FWD,Brighton,0,1,0,71,2,0,0,0,0,3,0,2,56,True,0,30,BHAAVL,4,1,"{""0"": 0.895019479095936, ""1"": 0.1049805209040644, ""3"": 0, ""2"": 0}"
Justin Kluivert,MID,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,63,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ollie Scarles,DEF,West Ham,0,1,0,76,20,0,0,0,0,0,1,2,40,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Andoni Iraola,AM,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,1,11,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Josh Wilson-Esbrand,DEF,Man City,0,0,0,0,11,0,0,0,0,0,2,0,40,True,0,30,MNCLCI,12,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Martin Dúbravka,GK,Newcastle,0,0,0,0,4,0,0,0,0,1,2,0,42,True,0,30,NEWBRE,14,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Oliver Glasner,AM,Crystal Palace,0,0,0,0,17,0,0,0,0,1,1,4,8,False,0,30,SOUCRY,6,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Flynn Downes,MID,Southampton,1,0,0,89,7,0,0,0,0,1,1,2,47,True,1,30,SOUCRY,16,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alejandro Garnacho,MID,Man Utd,0,1,0,90,16,0,0,0,0,0,1,1,59,False,1,30,NOTMNU,13,15,"{""0"": 0.770161229176028, ""1"": 0.20676122671160474, ""2"": 0.02186007841261143, ""3"": 0.0012174656997573294}"
Ronnie Edwards,DEF,Southampton,0,0,0,0,7,0,0,0,0,1,1,0,39,True,0,30,SOUCRY,16,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Edson Álvarez Velázquez,MID,West Ham,0,0,0,45,20,0,0,0,0,0,1,1,50,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jack Grealish,MID,Man City,1,0,1,90,11,0,0,0,0,0,2,9,64,True,0,30,MNCLCI,12,10,"{""0"": 0.5644509863601985, ""1"": 0.40525305335782774, ""2"": 0.030295960281974288, ""3"": 0}"
Marcus Myers-Harness,MID,Ipswich,0,0,0,0,3,0,0,0,0,2,1,0,49,False,0,30,BOUIPS,9,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jack Taylor,MID,Ipswich,0,0,0,18,3,0,0,0,0,2,1,1,48,False,0,30,BOUIPS,9,2,"{""0"": 0.9732717759907248, ""1"": 0.02672822400927566, ""3"": 0, ""2"": 0}"
Simon Adingra,MID,Brighton,0,3,0,90,2,0,0,0,0,3,0,2,51,True,0,30,BHAAVL,4,1,"{""0"": 0.8431744441452667, ""1"": 0.1502338766926444, ""2"": 0.006591679162089498, ""3"": 0}"
Ben Mee,DEF,Brentford,0,0,0,0,15,0,0,0,0,1,2,0,42,False,0,30,NEWBRE,3,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Leon Chiwome,FWD,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,45,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Eric da Silva Moreira,MID,Nott'm Forest,0,0,0,0,14,0,0,0,0,0,1,0,43,True,0,30,NOTMNU,15,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Luis Guilherme Lira dos Santos,MID,West Ham,0,1,0,45,20,0,0,0,0,0,1,1,46,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Joe Hodge,MID,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,45,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Chiedozie Ogbene,MID,Ipswich,0,0,0,0,3,0,0,0,0,2,1,0,48,False,0,30,BOUIPS,9,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Harrison Armstrong,MID,Everton,0,0,0,0,12,0,0,0,0,0,1,0,44,False,0,30,LIVEVE,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carney Chukwuemeka,MID,Chelsea,0,0,0,0,18,0,0,0,0,0,1,0,47,True,0,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Isaac Heath,MID,Everton,0,0,0,0,12,0,0,0,0,0,1,0,45,False,0,30,LIVEVE,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tom King,GK,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,40,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Wout Faes,DEF,Leicester,0,2,0,90,13,0,0,0,0,0,2,1,39,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Leny Yoro,DEF,Man Utd,0,1,0,87,16,0,0,0,0,0,1,2,43,False,0,30,NOTMNU,13,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Pedro Lomba Neto,MID,Chelsea,1,0,0,90,18,0,0,0,0,0,1,2,63,True,1,30,CHETOT,5,17,"{""0"": 0.9534330114693075, ""1"": 0.04621860981571129, ""2"": 0.00034837871498178546, ""3"": 0}"
Ian Maatsen,DEF,Aston Villa,0,0,0,0,5,0,0,0,0,3,0,0,45,False,0,30,BHAAVL,2,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Harry Winks,MID,Leicester,0,0,0,0,13,0,0,0,0,0,2,0,44,False,0,30,MNCLCI,10,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mads Roerslev Rasmussen,DEF,Brentford,0,0,0,0,15,0,0,0,0,1,2,0,43,False,0,30,NEWBRE,3,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jurriën Timber,DEF,Arsenal,1,0,0,76,9,0,0,0,0,1,2,7,56,True,0,30,ARSFUL,1,8,"{""0"": 0.7158492207527163, ""1"": 0.28415077924728416, ""3"": 0, ""2"": 0}"
Saša Kalajdžić,FWD,Wolves,0,0,0,0,19,0,0,0,0,0,1,0,48,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Michael Kayode,DEF,Brentford,0,0,0,0,15,0,0,0,0,1,2,0,45,False,0,30,NEWBRE,3,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Anthony Elanga,MID,Nott'm Forest,1,0,1,84,14,0,0,0,0,0,1,11,54,True,0,30,NOTMNU,15,13,"{""0"": 0.8815489038825037, ""1"": 0.11845109611749671, ""3"": 0, ""2"": 0}"
Julio Enciso,MID,Ipswich,0,1,0,71,3,0,0,0,0,2,1,5,54,False,0,30,BOUIPS,9,2,"{""0"": 0.9144232304729709, ""1"": 0.08352825305753422, ""2"": 0.0020349391036483255, ""3"": 1.3577365847422529e-05}"
Alfie Dorrington,DEF,Spurs,0,0,0,0,6,0,0,0,0,0,1,0,40,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Naouirou Ahamada,MID,Crystal Palace,0,0,0,0,17,0,0,0,0,1,1,0,45,False,0,30,SOUCRY,6,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jeremy Sarmiento Morante,MID,Brighton,0,0,0,0,2,0,0,0,0,3,0,0,49,True,0,30,BHAAVL,4,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ayden Heaven,DEF,Man Utd,0,0,0,0,16,0,0,0,0,0,1,0,40,False,0,30,NOTMNU,13,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Vladimír Coufal,DEF,West Ham,0,0,0,0,20,0,0,0,0,0,1,0,41,False,0,30,WOVWHU,18,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Marc Cucurella Saseta,DEF,Chelsea,1,0,0,90,18,0,0,0,0,0,1,5,53,True,1,30,CHETOT,5,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Toti António Gomes,DEF,Wolves,1,0,0,90,19,0,0,0,0,0,1,6,43,True,0,30,WOVWHU,19,18,"{""0"": 0.8798082917928698, ""1"": 0.12019170820713065, ""3"": 0, ""2"": 0}"
Julio Soler,DEF,Bournemouth,0,0,0,0,10,0,0,0,0,2,1,0,39,True,0,30,BOUIPS,0,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Cristian Romero,DEF,Spurs,0,1,0,90,6,0,0,0,0,0,1,1,49,False,1,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Dan Burn,DEF,Newcastle,0,1,0,90,4,0,0,0,0,1,2,2,44,True,0,30,NEWBRE,14,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Destiny Udogie,DEF,Spurs,0,1,0,90,6,0,0,0,0,0,1,2,48,False,0,30,CHETOT,17,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jordan Pickford,GK,Everton,0,1,0,90,12,0,0,0,0,0,1,3,51,False,0,30,LIVEVE,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Boubacar Traoré,MID,Wolves,0,0,0,1,19,0,0,0,0,0,1,1,48,True,0,30,WOVWHU,19,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Stefan Bajčetić Maquieira,MID,Liverpool,0,0,0,0,8,0,0,0,0,0,1,0,45,True,0,30,LIVEVE,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
